t,volumes
2013-05-28,"{'BitMinter': 0.0109584, 'SlushPool': 2.51461835, 'other': 14.0932471934504}"
2013-05-29,"{'BitMinter': 0.11719274, 'F2Pool': 0.05431396, 'SlushPool': 2.58802656, 'other': 7.13713473522714}"
2013-05-30,"{'BitMinter': 0.09488617, 'F2Pool': 0.05388058, 'SlushPool': 1.88672124, 'other': 3.57537928535732}"
2013-05-31,"{'BitMinter': 0.69024394, 'F2Pool': 0.06590947, 'SlushPool': 2.87661037, 'other': 12.3872530861704}"
2013-06-01,"{'BitMinter': 0.00490728, 'F2Pool': 0.05514814, 'SlushPool': 1.04312509, 'other': 4.85297581998301}"
2013-06-02,"{'BitMinter': 0.1978727, 'F2Pool': 0.04961339, 'SlushPool': 5.49507362, 'other': 6.45310963694303}"
2013-06-03,"{'BitMinter': 0.63663493, 'F2Pool': 0.05737841, 'SlushPool': 5.89129993, 'other': 13.7527668355745}"
2013-06-04,"{'BitMinter': 0.15005742, 'F2Pool': 0.03125645, 'SlushPool': 3.92657272, 'other': 6.22960450191055}"
2013-06-05,"{'BitMinter': 0.83111648, 'F2Pool': 0.06281562, 'SlushPool': 4.3793706, 'other': 28.5800035263978}"
2013-06-06,"{'BitMinter': 0.286258, 'F2Pool': 0.03705633, 'SlushPool': 6.30340035, 'other': 13.8847013060641}"
2013-06-07,"{'BitMinter': 1.16785189, 'F2Pool': 0.00202208, 'SlushPool': 5.29687216, 'other': 24.1440637502918}"
2013-06-08,"{'BitMinter': 0.07417474, 'F2Pool': 0.00558273, 'SlushPool': 3.18217159, 'other': 2.39391990129352}"
2013-06-09,"{'BitMinter': 0.81285568, 'F2Pool': 0.00203151, 'SlushPool': 1.79819394, 'other': 191.646211863405}"
2013-06-10,"{'BitMinter': 0.54178899, 'F2Pool': 0.00105814, 'SlushPool': 2.5526604, 'other': 1.73712071064627}"
2013-06-11,"{'BitMinter': 0.02053694, 'SlushPool': 4.58502114, 'other': 4.27749912402372}"
2013-06-12,"{'BitMinter': 0.60255661, 'SlushPool': 4.13908025, 'other': 23.6988647174129}"
2013-06-13,"{'BitMinter': 5.93941443, 'SlushPool': 1.18369441, 'other': 27.0638731480872}"
2013-06-14,"{'BitMinter': 0.67563108, 'SlushPool': 2.91511906, 'other': 1.20575989378767}"
2013-06-15,"{'BitMinter': 0.01032026, 'SlushPool': 6.26746131, 'other': 4.30808690692739}"
2013-06-16,"{'BitMinter': 0.02004423, 'SlushPool': 1.23458726, 'other': 4.75595908613246}"
2013-06-17,"{'BitMinter': 1.11258861, 'SlushPool': 3.58271933, 'other': 6.87555577374503}"
2013-06-18,"{'BitMinter': 0.14844157, 'F2Pool': 0.00065752, 'SlushPool': 2.23595076, 'other': 1.2483702985396}"
2013-06-19,"{'BitMinter': 0.5625728, 'SlushPool': 1.557407, 'other': 9.1421441672834}"
2013-06-20,"{'BitMinter': 0.07961896, 'SlushPool': 7.70238147, 'other': 16.7293792112875}"
2013-06-21,"{'BitMinter': 0.12983685, 'SlushPool': 1.98756647, 'other': 3.32489423423908}"
2013-06-22,"{'BitMinter': 0.6217868, 'SlushPool': 1.01490283, 'other': 21.0495280362372}"
2013-06-23,"{'BitMinter': 0.09135043, 'SlushPool': 2.748489, 'other': 180.268340521615}"
2013-06-24,"{'BitMinter': 0.18690747, 'SlushPool': 1.86268415, 'other': 80.0227825555005}"
2013-06-25,"{'BitMinter': 0.72812625, 'SlushPool': 2.75502992, 'other': 361.719290379056}"
2013-06-26,"{'BitMinter': 0.17124926, 'SlushPool': 1.75776829, 'other': 32.8069694880727}"
2013-06-27,"{'SlushPool': 1.30544022, 'other': 22.434665921453}"
2013-06-28,"{'BitMinter': 0.50498892, 'SlushPool': 1.09642082, 'other': 41.6495513835673}"
2013-06-29,"{'BitMinter': 0.03126126, 'SlushPool': 2.34083965, 'other': 3.21471891262272}"
2013-06-30,"{'BitMinter': 0.06276342, 'SlushPool': 8.36903109, 'other': 5.59783610957806}"
2013-07-01,"{'BitMinter': 1.19611821, 'SlushPool': 0.48432569, 'other': 139.68914562701}"
2013-07-02,"{'BitMinter': 0.11161817, 'SlushPool': 1.75342232, 'other': 2.08044933118874}"
2013-07-03,"{'BitMinter': 0.02131362, 'SlushPool': 1.27242274, 'other': 62.9324671364266}"
2013-07-04,"{'BitMinter': 0.01003893, 'SlushPool': 7.8177826, 'other': 167.860905448191}"
2013-07-05,"{'BitMinter': 0.14285729, 'SlushPool': 0.6258281, 'other': 2.74716840162279}"
2013-07-06,"{'BitMinter': 0.01021635, 'SlushPool': 1.39001127, 'other': 124.234705906937}"
2013-07-07,"{'BitMinter': 0.03107336, 'SlushPool': 7.25111621, 'other': 16.8388695697647}"
2013-07-08,"{'BitMinter': 0.01000743, 'SlushPool': 1.61014601, 'other': 19.2412984101827}"
2013-07-09,"{'SlushPool': 2.5811968, 'other': 15.7132448437736}"
2013-07-10,"{'SlushPool': 2.65490498, 'other': 10.5706146553239}"
2013-07-11,"{'BitMinter': 0.02087857, 'SlushPool': 6.290674, 'other': 40.3468112375611}"
2013-07-12,"{'BitMinter': 0.05588849, 'SlushPool': 0.1876853, 'other': 125.813778334705}"
2013-07-13,"{'SlushPool': 0.67940071, 'other': 30.9919601566617}"
2013-07-14,"{'BitMinter': 0.01719622, 'SlushPool': 0.63543201, 'other': 2.67100004788458}"
2013-07-15,"{'BitMinter': 0.06574297, 'F2Pool': 50, 'SlushPool': 2.93528449, 'other': 38.2771911188538}"
2013-07-16,"{'BitMinter': 0.11236534, 'SlushPool': 0.51277899, 'other': 38.5833431005831}"
2013-07-17,"{'BitMinter': 0.01085646, 'SlushPool': 10.74311081, 'other': 33.693959869833}"
2013-07-18,"{'SlushPool': 6.55385315, 'other': 630.908669471629}"
2013-07-19,"{'BitMinter': 0.50825256, 'SlushPool': 0.81880152, 'other': 2.71923411100378}"
2013-07-20,"{'BitMinter': 0.08149612, 'SlushPool': 7.20827412, 'other': 389.557015236666}"
2013-07-21,"{'SlushPool': 1.17925132, 'other': 6.37589859741945}"
2013-07-22,"{'BitMinter': 0.04128914, 'SlushPool': 0.28259432, 'other': 50.7714298970849}"
2013-07-23,"{'BitMinter': 0.12345165, 'SlushPool': 0.40642844, 'other': 5.18978141784791}"
2013-07-24,"{'BitMinter': 0.18110081, 'SlushPool': 6.28725736, 'other': 20.0549313931714}"
2013-07-25,"{'BitMinter': 0.05864878, 'SlushPool': 2.62194556, 'other': 21.9174318639351}"
2013-07-26,"{'BitMinter': 0.11272436, 'SlushPool': 0.69726121, 'other': 102.802118137032}"
2013-07-27,"{'BitMinter': 0.13345254, 'SlushPool': 2.01758634, 'other': 15.0334516283991}"
2013-07-28,"{'BitMinter': 0.01016394, 'SlushPool': 0.16067701, 'other': 26.383633453578}"
2013-07-29,"{'BitMinter': 0.03156632, 'SlushPool': 5.2506266, 'other': 61.872583782397}"
2013-07-30,"{'BitMinter': 0.01193046, 'SlushPool': 1.24523534, 'other': 16.2208171591656}"
2013-07-31,"{'BitMinter': 0.10160113, 'SlushPool': 1.29014241, 'other': 72.3613740958705}"
2013-08-01,"{'BitMinter': 0.05020142, 'F2Pool': 0.00356301, 'SlushPool': 0.8682804, 'other': 39.1613447046886}"
2013-08-02,"{'BitMinter': 0.04212418, 'F2Pool': 0.0070886, 'SlushPool': 0.3028845, 'other': 29.4487921130578}"
2013-08-03,"{'BitMinter': 0.02129294, 'F2Pool': 0.0068736, 'SlushPool': 5.1110884, 'other': 26.5760612500295}"
2013-08-04,"{'BitMinter': 0.02304815, 'F2Pool': 0.00608758, 'SlushPool': 3.74338728, 'other': 8.04759448657336}"
2013-08-05,"{'BitMinter': 0.03181385, 'F2Pool': 0.00555573, 'other': 61.2163162764002}"
2013-08-06,"{'BitMinter': 0.01039072, 'F2Pool': 0.00555573, 'SlushPool': 1.2958125, 'other': 204.054943029876}"
2013-08-07,"{'BitMinter': 0.16801337, 'F2Pool': 0.00578678, 'SlushPool': 1.88547968, 'other': 35.0802665198642}"
2013-08-08,"{'BitMinter': 0.16781603, 'F2Pool': 0.00811279, 'SlushPool': 1.27038443, 'other': 29.892783528407}"
2013-08-09,"{'BitMinter': 0.11147538, 'F2Pool': 0.00656727, 'SlushPool': 8.10035412, 'other': 9.76888848168658}"
2013-08-10,"{'BitMinter': 0.03306758, 'F2Pool': 0.00549924, 'SlushPool': 1.41196881, 'other': 18.1827379045206}"
2013-08-11,"{'BitMinter': 1.06578433, 'F2Pool': 0.00600244, 'SlushPool': 4.00744684, 'other': 21.5586912491714}"
2013-08-12,"{'BitMinter': 0.02127657, 'F2Pool': 0.00535034, 'SlushPool': 2.05876937, 'other': 42.1911095651599}"
2013-08-13,"{'F2Pool': 0.00397425, 'SlushPool': 0.67530177, 'other': 7.51850418859961}"
2013-08-14,"{'BitMinter': 0.0527696, 'F2Pool': 0.00016944, 'SlushPool': 1.21385632, 'other': 7.81688753362003}"
2013-08-15,"{'SlushPool': 6.58431076, 'other': 46.2487459013887}"
2013-08-16,"{'BitMinter': 0.12229817, 'SlushPool': 2.50101149, 'other': 59.9299773299888}"
2013-08-17,"{'BitMinter': 0.04323216, 'SlushPool': 2.16990506, 'other': 26.6133814012559}"
2013-08-18,"{'BitMinter': 0.06533819, 'SlushPool': 0.39479302, 'other': 10.117366037385}"
2013-08-19,"{'BitMinter': 0.0311883, 'SlushPool': 0.72960513, 'other': 79.2669860074715}"
2013-08-20,"{'BitMinter': 0.03033195, 'F2Pool': 0.05056639, 'SlushPool': 0.65550866, 'other': 16.4409206755388}"
2013-08-21,"{'F2Pool': 0.11579626, 'SlushPool': 4.24117932, 'other': 274.461014073021}"
2013-08-22,"{'BitMinter': 0.07553185, 'F2Pool': 0.11554971, 'SlushPool': 16.2745016, 'other': 38.9628422267272}"
2013-08-23,"{'BitMinter': 0.14757437, 'F2Pool': 0.11514397, 'SlushPool': 0.57887229, 'other': 217.14005033774}"
2013-08-24,"{'BitMinter': 0.02525186, 'F2Pool': 0.10466877, 'SlushPool': 0.23756104, 'other': 51.5418372449146}"
2013-08-25,"{'F2Pool': 0.09636878, 'SlushPool': 0.32045925, 'other': 169.609472020714}"
2013-08-26,"{'BitMinter': 0.014154, 'F2Pool': 0.09182885, 'SlushPool': 0.41191851, 'other': 35.1141058396742}"
2013-08-27,"{'BitMinter': 0.03151336, 'F2Pool': 0.08974203, 'SlushPool': 0.91882609, 'other': 403.904538443158}"
2013-08-28,"{'BitMinter': 0.10572699, 'F2Pool': 0.08952521, 'SlushPool': 0.85430488, 'other': 184.490162822478}"
2013-08-29,"{'BitMinter': 0.01173067, 'F2Pool': 0.08053224, 'SlushPool': 0.96028063, 'other': 9.45660463030858}"
2013-08-30,"{'BitMinter': 0.02219923, 'F2Pool': 0.08902076, 'SlushPool': 5.19457725, 'other': 111.170652658189}"
2013-08-31,"{'BitMinter': 0.07745991, 'F2Pool': 0.0754844, 'SlushPool': 5.10562712, 'other': 72.1893954302224}"
2013-09-01,"{'BitMinter': 0.05846635, 'F2Pool': 0.08445218, 'SlushPool': 0.64987742, 'other': 16.5486522509491}"
2013-09-02,"{'BitMinter': 0.0935776, 'F2Pool': 0.02615761, 'SlushPool': 1.64479063, 'other': 25.8890352240073}"
2013-09-03,"{'BitMinter': 0.10723717, 'F2Pool': 0.00613304, 'SlushPool': 1.37432678, 'other': 277.506946303697}"
2013-09-04,"{'BitMinter': 0.01010774, 'F2Pool': 0.02699715, 'SlushPool': 1.69392119, 'other': 404.351171228643}"
2013-09-05,"{'BitMinter': 0.03697758, 'F2Pool': 0.04299254, 'SlushPool': 5.89513742, 'other': 429.528822440359}"
2013-09-06,"{'BitMinter': 0.17304729, 'F2Pool': 0.06858798, 'SlushPool': 1.57073437, 'other': 16.3243296662588}"
2013-09-07,"{'BitMinter': 0.02349281, 'F2Pool': 0.06271173, 'SlushPool': 0.22176853, 'other': 180.267426481223}"
2013-09-08,"{'BitMinter': 0.11046092, 'F2Pool': 0.06815206, 'SlushPool': 5.19633836, 'other': 7.4778903080343}"
2013-09-09,"{'BitMinter': 0.07783427, 'F2Pool': 0.06504346, 'SlushPool': 1.43038599, 'other': 883.951178588702}"
2013-09-10,"{'BitMinter': 0.10081902, 'SlushPool': 0.53703252, 'other': 28.8609392195174}"
2013-09-11,"{'BitMinter': 0.03885813, 'F2Pool': 0.06266094, 'SlushPool': 0.56613002, 'other': 18.4081036107237}"
2013-09-12,"{'BitMinter': 0.1570468, 'F2Pool': 0.05730867, 'SlushPool': 1.95170029, 'other': 13.1792994981973}"
2013-09-13,"{'BitMinter': 0.14768929, 'F2Pool': 0.06711153, 'SlushPool': 2.99732549, 'other': 16.9863538218781}"
2013-09-14,"{'BitMinter': 0.04369034, 'F2Pool': 0.06622727, 'SlushPool': 0.15588787, 'other': 262.345612988294}"
2013-09-15,"{'BitMinter': 0.05220517, 'F2Pool': 0.06778326, 'SlushPool': 0.5057237, 'other': 25.6723059722224}"
2013-09-16,"{'BitMinter': 0.02704956, 'F2Pool': 0.05236278, 'SlushPool': 0.02371512, 'other': 490.091262552847}"
2013-09-17,"{'BitMinter': 0.12524954, 'F2Pool': 0.04017831, 'SlushPool': 1.7072193, 'other': 704.656393182751}"
2013-09-18,"{'F2Pool': 0.05177593, 'SlushPool': 0.82650611, 'other': 12.1996527856853}"
2013-09-19,"{'BitMinter': 0.03880579, 'F2Pool': 0.05078549, 'SlushPool': 5.59601343, 'other': 38.0813355505904}"
2013-09-20,"{'BitMinter': 0.22546617, 'F2Pool': 0.05112515, 'SlushPool': 0.42657487, 'other': 171.805658605659}"
2013-09-21,"{'BitMinter': 0.03443465, 'F2Pool': 0.02343392, 'SlushPool': 1.24177041, 'other': 916.796092512083}"
2013-09-22,"{'BitMinter': 1.18552595, 'F2Pool': 0.01391306, 'SlushPool': 1.39329677, 'other': 122.35645586912}"
2013-09-23,"{'BitMinter': 0.23826443, 'F2Pool': 4.262e-05, 'SlushPool': 0.97915219, 'other': 275.66936172458696}"
2013-09-24,"{'BitMinter': 0.15587414, 'F2Pool': 0.00145583, 'SlushPool': 0.6450668, 'other': 136.260142722487}"
2013-09-25,"{'BitMinter': 0.14556721, 'F2Pool': 0.00182405, 'SlushPool': 2.18494092, 'other': 132.906146405775}"
2013-09-26,"{'BitMinter': 0.16096529, 'F2Pool': 0.00167588, 'SlushPool': 0.77493346, 'other': 85.0462266456614}"
2013-09-27,"{'BitMinter': 0.02911037, 'F2Pool': 0.02472132, 'SlushPool': 1.92423795, 'other': 627.359046070122}"
2013-09-28,"{'F2Pool': 0.0399342, 'SlushPool': 0.27880577, 'other': 11.1194952551064}"
2013-09-29,"{'BitMinter': 0.18668817, 'F2Pool': 0.04152997, 'SlushPool': 0.53062831, 'other': 19.1438620346267}"
2013-09-30,"{'BitMinter': 12.45986653, 'F2Pool': 0.03436589, 'SlushPool': 0.81885031, 'other': 5.40525940578027}"
2013-10-01,"{'BitMinter': 0.03148533, 'F2Pool': 0.01662963, 'SlushPool': 6.24833897, 'other': 35.1724936288296}"
2013-10-02,"{'BitMinter': 1.07561886, 'F2Pool': 0.00068636, 'SlushPool': 2.44961488, 'other': 87.1448729922792}"
2013-10-03,"{'BitMinter': 0.58281833, 'F2Pool': 0.00122823, 'SlushPool': 0.73798934, 'other': 58.2347822902197}"
2013-10-04,"{'BitMinter': 0.0916793, 'SlushPool': 0.10999885, 'other': 725.803586366829}"
2013-10-05,"{'BitMinter': 0.02009875, 'F2Pool': 0.00039866, 'SlushPool': 4.27907429, 'other': 313.356009915027}"
2013-10-06,"{'BitMinter': 0.02689451, 'SlushPool': 2.92048026, 'other': 165.719795710846}"
2013-10-07,"{'SlushPool': 1.22814271, 'other': 291.713943256614}"
2013-10-08,"{'BitMinter': 0.31336705, 'SlushPool': 1.25858986, 'other': 201.208091426469}"
2013-10-09,"{'BitMinter': 0.05522479, 'SlushPool': 1.92423871, 'other': 470.130593302956}"
2013-10-10,"{'BitMinter': 0.06998281, 'SlushPool': 0.21814243, 'other': 106.133720114925}"
2013-10-11,"{'BitMinter': 0.05346311, 'SlushPool': 1.81688448, 'other': 43.4213905499312}"
2013-10-12,"{'BitMinter': 1.06249418, 'SlushPool': 1.29845411, 'other': 319.564471069407}"
2013-10-13,"{'BitMinter': 0.12942957, 'SlushPool': 6.52725646, 'other': 536.960187293439}"
2013-10-14,"{'BitMinter': 0.15034217, 'SlushPool': 2.4828236, 'other': 104.803009690945}"
2013-10-15,"{'BitMinter': 0.02629405, 'F2Pool': 0.13721575, 'SlushPool': 1.60117213, 'other': 43.5739988865198}"
2013-10-16,"{'BitMinter': 0.77220875, 'F2Pool': 0.13299029, 'SlushPool': 9.54166082, 'other': 210.545218882361}"
2013-10-17,"{'BitMinter': 0.12043624, 'F2Pool': 0.12299547, 'SlushPool': 3.18917122, 'other': 12.1343208674479}"
2013-10-18,"{'BitMinter': 0.19527401, 'F2Pool': 0.1351512, 'SlushPool': 2.50143318, 'other': 704.682060168907}"
2013-10-19,"{'BitMinter': 0.16658024, 'F2Pool': 0.09710547, 'SlushPool': 1.99678274, 'other': 375.679976844438}"
2013-10-20,"{'BitMinter': 30.20565253, 'F2Pool': 0.09595052, 'SlushPool': 1.32427831, 'other': 58.2221353061538}"
2013-10-21,"{'BitMinter': 0.36826572, 'F2Pool': 0.09276535, 'SlushPool': 0.80796457, 'other': 1221.23793018144}"
2013-10-22,"{'BitMinter': 0.57357272, 'F2Pool': 0.09547586, 'SlushPool': 2.96306506, 'other': 342.441967318741}"
2013-10-23,"{'BitMinter': 2.57701944, 'F2Pool': 0.39117551, 'SlushPool': 4.55763268, 'other': 76.9775541888597}"
2013-10-24,"{'BitMinter': 1.10542104, 'F2Pool': 0.38615544, 'SlushPool': 2.84726846, 'other': 106.958060058378}"
2013-10-25,"{'BitMinter': 1.01049976, 'F2Pool': 0.38906156, 'SlushPool': 4.42904501, 'other': 587.2795067303499}"
2013-10-26,"{'BitMinter': 0.56767023, 'F2Pool': 0.49523603, 'SlushPool': 10.46711506, 'other': 58.0569772655146}"
2013-10-27,"{'BitMinter': 1.46713214, 'F2Pool': 0.39874552, 'SlushPool': 1.05109903, 'other': 1825.1229216687}"
2013-10-28,"{'BitMinter': 25.53933, 'F2Pool': 0.34485705, 'SlushPool': 6.80051007, 'other': 131.924505829899}"
2013-10-29,"{'BitMinter': 0.16171926, 'F2Pool': 0.86215855, 'SlushPool': 2.6108665, 'other': 89.4937253416981}"
2013-10-30,"{'BitMinter': 0.12030523, 'F2Pool': 1.00710323, 'SlushPool': 3.2042086, 'other': 158.728260647466}"
2013-10-31,"{'BitMinter': 0.13397023, 'F2Pool': 0.49124521, 'SlushPool': 6.53805898, 'other': 1025.42297648621}"
2013-11-01,"{'BitMinter': 0.06144627, 'F2Pool': 0.34103594, 'SlushPool': 1.39820401, 'other': 1143.68140328468}"
2013-11-02,"{'BitMinter': 0.04434376, 'F2Pool': 0.33987679, 'SlushPool': 3.19775359, 'other': 92.3563339698713}"
2013-11-03,"{'BitMinter': 0.13190046, 'F2Pool': 0.87577996, 'SlushPool': 3.04151188, 'other': 672.135161598462}"
2013-11-04,"{'BitMinter': 0.66647399, 'F2Pool': 1.00489916, 'SlushPool': 2.4544769, 'other': 483.811477938198}"
2013-11-05,"{'BitMinter': 0.18760885, 'F2Pool': 0.68492639, 'SlushPool': 2.26251895, 'other': 248.88016807759}"
2013-11-06,"{'BitMinter': 0.02392915, 'F2Pool': 1.07026562, 'SlushPool': 5.00559849, 'other': 225.01946942378}"
2013-11-07,"{'BitMinter': 0.55197206, 'F2Pool': 0.97456675, 'SlushPool': 2.24294494, 'other': 347.276535972306}"
2013-11-08,"{'BitMinter': 1.72643495, 'F2Pool': 0.59219309, 'SlushPool': 4.15617221, 'other': 567.11965670662}"
2013-11-09,"{'BitMinter': 1.49566715, 'F2Pool': 1.31880139, 'SlushPool': 3.20294193, 'other': 345.835768348739}"
2013-11-10,"{'BitMinter': 0.15513674, 'F2Pool': 1.33872035, 'SlushPool': 3.63122982, 'other': 162.189095206028}"
2013-11-11,"{'BitMinter': 0.07908651, 'F2Pool': 1.05770771, 'SlushPool': 1.2842982, 'other': 135.608647821297}"
2013-11-12,"{'BitMinter': 0.1565898, 'F2Pool': 1.33050196, 'SlushPool': 4.88466744, 'other': 370.982319443712}"
2013-11-13,"{'BitMinter': 0.13043489, 'F2Pool': 1.2622016, 'SlushPool': 4.81373041, 'other': 1251.76372631053}"
2013-11-14,"{'BitMinter': 0.13202218, 'F2Pool': 1.31225481, 'SlushPool': 4.73420674, 'other': 2324.2125279652}"
2013-11-15,"{'BitMinter': 1.13577505, 'F2Pool': 0.67985067, 'SlushPool': 10.65429579, 'other': 157.319082841106}"
2013-11-16,"{'BitMinter': 0.3997797, 'F2Pool': 0.8358, 'SlushPool': 4.29116601, 'other': 260.449080992804}"
2013-11-17,"{'BitMinter': 1.54470874, 'F2Pool': 0.7377, 'SlushPool': 2.69839183, 'other': 1371.210570428}"
2013-11-18,"{'BitMinter': 0.55250524, 'F2Pool': 0.4881, 'SlushPool': 6.07501842, 'other': 307.280902674439}"
2013-11-19,"{'BitMinter': 3.23980659, 'F2Pool': 0.6222, 'SlushPool': 11.37357368, 'other': 2135.97710613652}"
2013-11-20,"{'BitMinter': 0.35115971, 'F2Pool': 0.718, 'SlushPool': 3.69913121, 'other': 351.894327611613}"
2013-11-21,"{'BitMinter': 0.12402949, 'F2Pool': 0.8401, 'SlushPool': 0.25643915, 'other': 300.379645264715}"
2013-11-22,"{'BitMinter': 0.1294207, 'F2Pool': 0.845, 'SlushPool': 3.49037009, 'other': 1213.32488075237}"
2013-11-23,"{'BitMinter': 0.60477371, 'F2Pool': 0.9033, 'SlushPool': 2.47225561, 'other': 267.697589178345}"
2013-11-24,"{'BitMinter': 0.12984603, 'F2Pool': 0.8575, 'SlushPool': 1.90491704, 'other': 96.7669757867327}"
2013-11-25,"{'BitMinter': 0.1551637, 'F2Pool': 0.8672, 'SlushPool': 6.60631893, 'other': 112.245242959228}"
2013-11-26,"{'BitMinter': 1.22745923, 'F2Pool': 1.0709, 'SlushPool': 1.69007191, 'other': 396.51976789449}"
2013-11-27,"{'BitMinter': 0.68263233, 'F2Pool': 1.1653, 'other': 91.6031674887094}"
2013-11-28,"{'BitMinter': 0.06879341, 'F2Pool': 1.502, 'SlushPool': 3.19580787, 'other': 121.596790761209}"
2013-11-29,"{'BitMinter': 0.75414744, 'F2Pool': 1.1833, 'SlushPool': 2.65704743, 'other': 104.90409944167}"
2013-11-30,"{'BitMinter': 1.07830314, 'F2Pool': 1.1296, 'SlushPool': 8.22897979, 'other': 369.000494509565}"
2013-12-01,"{'BitMinter': 0.12003261, 'F2Pool': 1.8213, 'SlushPool': 1.9619764, 'other': 925.313356808168}"
2013-12-02,"{'BitMinter': 2.81446575, 'F2Pool': 2.186, 'SlushPool': 1.50158974, 'other': 140.90213758597}"
2013-12-03,"{'BitMinter': 1.50205977, 'F2Pool': 2.2717, 'SlushPool': 5.28743414, 'other': 86.2649128372889}"
2013-12-04,"{'BitMinter': 1.53925655, 'F2Pool': 2.4146, 'SlushPool': 1.49043744, 'other': 207.977330754979}"
2013-12-05,"{'BitMinter': 0.37667261, 'F2Pool': 2.2416, 'SlushPool': 1.77783473, 'other': 91.7317977596245}"
2013-12-06,"{'BitMinter': 1.35694763, 'F2Pool': 2.2733, 'SlushPool': 2.70380857, 'other': 278.071821453748}"
2013-12-07,"{'BitMinter': 1.60295899, 'F2Pool': 2.3117, 'SlushPool': 10.82835909, 'other': 222.174319235845}"
2013-12-08,"{'BitMinter': 2.81100925, 'F2Pool': 2.3493, 'SlushPool': 4.83181317, 'other': 65.6109877127254}"
2013-12-09,"{'BitMinter': 0.63991608, 'F2Pool': 2.4169, 'SlushPool': 4.25937848, 'other': 41.6415518737086}"
2013-12-10,"{'BitMinter': 2.63475818, 'F2Pool': 2.3291, 'SlushPool': 2.57391454, 'other': 75.8615572186776}"
2013-12-11,"{'BitMinter': 2.46229492, 'F2Pool': 2.5001, 'SlushPool': 5.86425604, 'other': 84.6916517590831}"
2013-12-12,"{'BitMinter': 0.67203078, 'F2Pool': 2.4045, 'SlushPool': 0.6983303, 'other': 73.2893241556299}"
2013-12-13,"{'BitMinter': 5.06510939, 'F2Pool': 2.8124, 'SlushPool': 3.30365328, 'other': 43.8785738686039}"
2013-12-14,"{'BitMinter': 3.51997714, 'F2Pool': 2.6919, 'SlushPool': 3.54762208, 'other': 36.5952253277396}"
2013-12-15,"{'BitMinter': 2.49838888, 'F2Pool': 2.5156, 'SlushPool': 4.04667577, 'other': 57.3395644015701}"
2013-12-16,"{'BitMinter': 1.84046442, 'F2Pool': 2.8159, 'SlushPool': 5.07650227, 'other': 246.948588490072}"
